Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 0,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 0,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
KAR Priv Seats-GMP,GMP,Karnataka,"KVG Med Coll, Sullia",EMERGENCY MEDICINE,"₹13,88,744*","₹7,500",1*,"₹50,00,000*",682,26625(1),23237(1),42556(1),-,-,-,-,31910(1),23198(1),31457(1),37630(1),54615(1),-
KAR Govt Quota-Open,GM,Karnataka,"VIMS, Bellary",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",1295,-,-,53506(1),192353(1),162580(1),-,-,-,-,32271(1),37761(1),37761(1),-
KAR Priv Seats-Open,OPN,Karnataka,"Al-Ameen, Bijapur",ORTHOPAEDICS,"₹13,88,744*","₹9,000*",1*,"₹50,00,000*",1040,18827(1),18236(1),37463(1),-,-,-,-,24615(1),24615(1),36729(1),37782(1),39987(1),-
KAR Priv Seats-GMP,GMP,Karnataka,"JJM Med Coll, Davangere",ANAESTHESIOLOGY,"₹13,88,744*","₹30,000*",1*,"₹50,00,000*",1930,30058(5),25178(5),53086(5),-,-,-,-,32732(5),25340(5),37184(5),37799(1),42233(1),-
KAR Govt Quota-Open,3BH,Karnataka,"KIMS, Hubli",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,-,-,-,-,-,-,-,8356(1),8938(1),16362(1),38570(1),38570(1),-
KAR Govt Quota-Open,SCG,Karnataka,"Gadag IMS, Gadag",DERMATOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,-,-,-,-,-,-,7146(1),9896(1),17124(1),39295(1),-,-
KAR Priv Seats-GMP,GMP,Karnataka,"MS Ramaiah, Bangalore",PATHOLOGY,"₹4,40,750*","₹45,000",1*,"₹50,00,000*",1331,56564(2),47083(2),92359(2),-,-,-,-,46013(1),40136(1),40136(1),40136(1),74225(1),-
KAR Priv Seats-Open,OPN,Karnataka,"Oxford Med Coll, Bangalore",ANAESTHESIOLOGY,"₹13,88,744*","₹30,000*",1*,"₹50,00,000*",770,33043(1),30858(1),55491(1),-,-,-,-,33936(1),29178(1),44958(1),40634(1),37782(1),-
KAR Priv Seats-Open,OPN,Karnataka,"East Point College,Bangalore",ANAESTHESIOLOGY,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",-,-,-,-,-,-,-,-,33942(2),31358(2),48023(2),40769(1),40769(1),-
KAR Priv Seats-GMP,GMP,Karnataka,"East Point College,Bangalore",PSYCHIATRY,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",-,53086(1),43652(1),104312(1),-,-,-,-,38580(1),36922(1),48123(1),40924(1),40924(1),-
KAR Govt Quota-Open,3AG,Karnataka,"East Point College,Bangalore",TBRD,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",-,-,-,-,-,-,-,-,14704(1),14704(1),21602(1),41095(1),-,-
KAR Govt Quota-Open,3AG,Karnataka,"Mandya IMS, Mandya",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,-,-,-,-,-,-,17349(1),17879(1),41893(1),41893(1),68823(1),-
KAR Govt Quota-Open,GM,Karnataka,"AJIMS, Mangalore",RADIATION ONCOLOGY,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",910,-,-,39262(1),-,-,-,-,-,-,41150(1),42087(1),-,-
KAR Govt Quota-Open,1H,Karnataka,"VIMS, Bellary",SPM,"₹69,150*","₹56,250",3*,"₹50,00,000*",1295,-,-,-,-,-,-,-,75100(1),42106(1),42106(1),42106(1),-,-
KAR Govt Quota-Open,SCG,Karnataka,"KIMS, Hubli",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,20735(1),20735(1),37892(1),-,-,-,-,18056(1),18056(1),34740(1),42147(1),-,-
KAR Priv Seats-GMP,GMP,Karnataka,"SMC, Shimoga",ANAESTHESIOLOGY,"₹13,88,744*",Info not available,1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,38534(1),35032(1),45236(1),42233(1),51021(1),-
KAR Govt Quota-Open,3AG,Karnataka,"Sapthagiri IMS&RC, Bangalore",ENT,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,-,-,-,-,-,-,-,29191(1),27617(1),45742(1),42423(1),-,-
KAR Priv Seats-Open,OPN,Karnataka,"Akash IMS,Devanhalli,Bangalore",ENT,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",760,-,-,-,-,-,-,-,26492(1),26085(1),45182(1),42524(1),-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"MRMC, Gulbarga",OPHTHALMOLOGY,"₹13,88,744*","₹8,000*",1*,"₹50,00,000*",1038,41767(4),35776(4),67410(4),-,-,-,-,39728(4),35121(4),43052(4),43010(1),43010(1),-
KAR Govt Quota-Open,1G,Karnataka,"ESI, Bangalore",SPM,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",530,-,-,-,-,-,-,-,43956(1),43956(1),43956(1),43956(1),43956(1),-
KAR Priv Seats-Open,OPN,Karnataka,"Srinivasa IMS, Srinivasanagar",PAEDIATRICS,"₹45,40,750*","₹29,000*",1*,"₹50,00,000*",660,-,-,-,-,-,-,-,13124(1),19521(1),40058(1),44878(1),103884(1),-
KAR Govt Quota-Open,GMH,Karnataka,"ESIC Med Coll,Gulbarga",PATHOLOGY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,-,-,-,-,-,-,-,19017(1),23829(1),45201(1),45201(1),-,-
KAR Govt Quota-Open,SCG,Karnataka,"SSIMS & RC, Davangere",RADIO DIAGNOSIS,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",1190,-,-,-,-,-,-,-,16443(1),16443(1),18268(1),45231(1),-,-
KAR Govt Quota-Open,GM,Karnataka,"Shimoga IMS, Shimoga",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",950,25425(2),28325(2),57363(2),50154(1),-,-,-,19285(2),18264(2),38863(2),45266(2),-,-
KAR Priv Seats-GMP,GMP,Karnataka,"AIMS, Adichunchanagiri, Bellur",GENERAL MEDICINE,"₹40,15,750*","₹23,750",1*,"₹50,00,000*",1120,21644(1),21644(1),42931(1),-,-,-,-,23344(2),24535(2),48999(2),45598(1),56209(1),-
KAR Priv Seats-Open,OPN,Karnataka,"Nijalingappa, Bagalkot",PSYCHIATRY,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1140,-,-,-,-,-,-,-,30168(1),29995(1),52604(1),45818(1),57116(1),-
KAR Govt Quota-Open,SCG,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,17472(3),19546(3),25420(3),-,-,-,-,10939(3),12887(3),31078(3),45967(1),-,-
KAR Priv Seats-GMP,GMP,Karnataka,"St John's, Bangalore",PATHOLOGY,"₹7,59,025*","₹45,000",1*,"₹5,00,000*",1720,45939(1),45939(1),85440(1),85440(1),-,-,-,41657(2),40332(2),58049(2),46013(1),-,-
KAR Govt Quota-Open,SCG,Karnataka,"VIMS, Bellary",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,-,-,-,-,-,-,-,27719(1),28957(1),34715(2),46136(1),-,-
KAR Govt Quota-Open,3BG,Karnataka,"Bangalore Med Coll, Bangalore",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",1993,-,-,-,-,-,-,-,18264(1),15026(1),32332(1),46581(1),61901(1),-
KAR Govt Quota-Open,GM,Karnataka,"Yenepoya Med Coll, Mangalore",PATHOLOGY,"₹2,47,777*","₹45,000*",1*,"₹50,00,000*",910,-,-,167710(2),167710(2),-,-,-,41442(1),38151(1),47252(1),47252(1),70715(1),-
KAR Priv Seats-GMP,GMP,Karnataka,"MS Ramaiah, Bangalore",RADIO DIAGNOSIS,"₹55,40,750*","₹45,000",1*,"₹50,00,000*",1331,15633(3),22270(3),31182(3),-,-,-,-,5749(2),20154(2),26187(2),47543(1),45598(1),78142(1)
KAR Priv Seats-Min.,RC3,Karnataka,"St John's, Bangalore",FAMILY MEDICINE,"₹12,05,025*","₹45,000",1*,"₹5,00,000*",1720,-,-,-,-,-,-,-,-,-,54444(2),47606(1),-,-
KAR Govt Quota-Open,GM,Karnataka,"Shimoga IMS, Shimoga",SPM,"₹69,150*","₹56,250",3*,"₹50,00,000*",950,-,-,151976(3),176961(1),-,-,-,41571(1),30589(1),48304(1),48304(1),102632(2),-
KAR Govt Quota-Open,2BG,Karnataka,"Kempegowda IMS, Bangalore",OPHTHALMOLOGY,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,-,-,-,-,-,-,-,24222(1),24222(1),38870(1),48615(1),-,-
KAR Govt Quota-Open,GM,Karnataka,"SDM College, Dharwad",PATHOLOGY,"₹2,07,777*","₹45,000*",1*,"₹50,00,000*",670,36385(1),36385(1),85856(2),-,-,-,-,29706(1),24123(1),53190(2),49377(1),-,-
KAR Govt Quota-Open,2AG,Karnataka,"Bangalore Med Coll, Bangalore",IHBT,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,-,-,-,-,-,-,-,30839(1),26909(1),59381(1),49796(1),78728(1),-
KAR Govt Quota-Open,SCG,Karnataka,"Bidar IMS, Bidar",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,-,-,-,-,-,-,-,24091(1),25461(1),34737(1),50154(1),51112(1),-
KAR Govt Quota-Open,GM,Karnataka,"Bangalore Med Coll, Bangalore",SPM,"₹69,150*","₹56,250",3*,"₹50,00,000*",1993,13835(1),17638(1),52903(1),-,-,-,-,18228(1),20099(1),25770(1),50258(1),56378(1),-
KAR Govt Quota-Open,SCG,Karnataka,"Akash IMS,Devanhalli,Bangalore",PAEDIATRICS,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",760,-,-,-,-,-,-,-,32280(1),28306(1),37383(1),50631(1),50631(1),-
KAR Govt Quota-Open,SCG,Karnataka,"JJM Med Coll, Davangere",ORTHOPAEDICS,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,37908(1),36369(1),43267(2),-,-,-,-,30100(1),30100(1),45864(1),50967(1),50967(1),-
KAR Govt Quota-Open,2AG,Karnataka,"Nijalingappa, Bagalkot",PSYCHIATRY,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",1140,-,-,-,-,-,-,-,28769(1),28769(1),38474(1),51021(1),81212(1),-
KAR Govt Quota-Open,SCG,Karnataka,"Chamrajanagar IMS, Karnataka",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",750,-,-,-,-,-,-,-,22903(1),22903(1),34445(1),51057(1),-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"MRMC, Gulbarga",ENT,"₹13,88,744*","₹8,000*",1*,"₹50,00,000*",1038,86463(2),62371(2),94422(2),-,-,-,-,47576(2),57260(2),73496(2),51583(1),51583(1),-
KAR Govt Quota-Open,2AG,Karnataka,"Kempegowda IMS, Bangalore",PATHOLOGY,"₹2,07,777*","₹35,000*",1*,"₹50,00,000*",1100,57235(1),49198(1),149385(1),-,-,-,-,40989(1),37228(1),51802(1),51802(1),-,-
KAR Govt Quota-Open,SCG,Karnataka,"JSS Med Coll, Mysore",TBRD,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",2060,36770(1),31555(1),40262(1),-,-,-,-,-,-,42574(1),52183(1),-,-
KAR Govt Quota-Open,GM,Karnataka,"KIMS, Hubli",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",1200,18895(4),18750(4),50054(7),90360(2),-,-,-,18942(4),16684(4),33177(5),52312(4),46662(3),-
KAR Priv Seats-GMP,GMP,Karnataka,"SDM College, Dharwad",HOSPITAL ADMINISTRATION,"₹7,14,030*","₹45,000*",1*,"₹50,00,000*",670,96217(1),96217(1),157832(1),-,-,-,-,67513(1),58375(1),120286(1),52401(1),52401(1),-
KAR Priv Seats-GMP,GMP,Karnataka,"KVG Med Coll, Sullia",ENT,"₹13,88,744*","₹7,500",1*,"₹50,00,000*",682,45078(1),38000(1),82910(1),-,-,-,-,40339(1),30096(1),49419(1),52722(1),52722(1),-
KAR Govt Quota-Open,GM,Karnataka,"Bidar IMS, Bidar",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",500,-,-,-,-,-,-,-,24269(1),23889(1),49306(1),52964(1),52964(1),-
KAR Priv Seats-GMP,GMP,Karnataka,"Sapthagiri IMS&RC, Bangalore",RADIO DIAGNOSIS,"₹70,41,500*","₹10,000*",1*,"₹50,00,000*",500,35778(1),46739(1),81082(1),111764(1),-,-,-,17465(1),23674(1),45527(1),53163(1),116302(1),-
KAR Govt Quota-Open,GM,Karnataka,"Kempegowda IMS, Bangalore",SPM,"₹2,07,777*","₹35,000*",1*,"₹50,00,000*",1100,-,-,108691(2),-,-,-,-,-,-,53463(1),53463(1),53463(1),-
KAR Govt Quota-Open,3BG,Karnataka,"MVJMC&RH, Bangalore",PSYCHIATRY,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",833,-,-,-,-,-,-,-,33338(1),20492(1),41750(1),53587(1),57484(1),-
KAR Priv Seats-Open,OPN,Karnataka,"Sapthagiri IMS&RC, Bangalore",DERMATOLOGY,"₹70,41,500*","₹10,000*",1*,"₹50,00,000*",500,7125(1),15462(1),30628(1),80557(1),-,-,-,20195(1),20263(1),35692(1),53674(1),62193(1),-
KAR Govt Quota-Open,GM,Karnataka,"Hassan IMS, Hassan",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,-,-,-,81912(1),-,-,17372(1),17349(1),32551(1),53887(1),63200(1),-
KAR Govt Quota-Open,GM,Karnataka,"MRMC, Gulbarga",PATHOLOGY,"₹2,07,777*","₹8,000*",1*,"₹50,00,000*",1038,-,-,-,85479(1),179766(1),-,-,-,-,53959(1),53959(1),53959(1),-
KAR Priv Seats-Open,OPN,Karnataka,"DR BR Ambedkar, Bangalore",PATHOLOGY,"₹3,59,003*","₹10,000*",1*,"₹50,00,000*",570,52743(2),52743(2),86104(3),-,121515(1),-,-,40852(1),40852(1),54364(1),54364(1),54364(1),-
KAR Govt Quota-Open,2BG,Karnataka,"Mysore Med Coll, Mysore",SPM,"₹69,150*","₹56,250",3*,"₹50,00,000*",1050,-,-,-,-,-,-,-,34960(1),34960(1),54524(1),54524(1),-,-
KAR Govt Quota-Open,SCG,Karnataka,"Srinivasa IMS, Srinivasanagar",GENERAL SURGERY,"₹8,08,858*","₹29,000*",1*,"₹50,00,000*",660,-,-,-,-,-,-,-,-,-,51268(1),54758(1),54758(1),-
KAR Priv Seats-Open,OPN,Karnataka,"Srinivasa IMS, Srinivasanagar",OBG,"₹50,40,750*","₹29,000*",1*,"₹50,00,000*",660,14463(1),9938(1),17447(1),-,-,-,-,16462(1),19766(1),67360(1),55817(1),102712(1),-
KAR Govt Quota-Open,GM,Karnataka,"SSIMS & RC, Davangere",PATHOLOGY,"₹2,07,777*","₹30,000",1*,"₹50,00,000*",1190,47083(1),38424(1),117459(1),-,147217(1),-,-,41114(1),34733(1),55822(1),55822(1),55822(1),-
KAR Priv Seats-GMP,GMP,Karnataka,"MS Ramaiah, Bangalore",EMERGENCY MEDICINE,"₹30,40,750*","₹45,000",1*,"₹50,00,000*",1331,33223(1),27258(1),27258(1),-,-,-,-,32368(1),35193(1),59722(1),56209(1),59595(1),-
KAR Govt Quota-Open,SCG,Karnataka,"Bangalore Med Coll, Bangalore",PSYCHIATRY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,40768(1),40768(1),40768(1),-,-,-,-,20361(1),20361(1),20361(1),56487(1),-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"Navodaya Med Coll, Raichur",ANAESTHESIOLOGY,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1110,61593(1),34647(1),84155(1),-,-,-,-,56906(2),52577(2),69199(2),56603(1),56603(1),-
KAR Govt Quota-Open,GM,Karnataka,"SDM College, Dharwad",SPM,"₹2,07,777*","₹45,000*",1*,"₹50,00,000*",670,50609(1),50609(1),-,-,-,-,-,-,-,89032(1),56782(1),185058(1),-
KAR Govt Quota-Open,GM,Karnataka,"Koppal Inst of MS, Koppal",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,-,-,-,-,-,-,-,-,43010(1),56986(1),74516(1),-
KAR Govt Quota-Open,GM,Karnataka,"AIMS, Adichunchanagiri, Bellur",PATHOLOGY,"₹2,07,777*","₹23,750",1*,"₹50,00,000*",1120,50195(2),50154(2),166460(3),166460(2),141848(1),-,-,36526(1),35435(1),57116(2),57116(1),78694(1),-
KAR Govt Quota-Open,GMH,Karnataka,"Shimoga IMS, Shimoga",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",950,47954(1),39983(1),67370(1),-,-,-,-,24266(1),21784(1),45266(1),57221(1),57221(1),-
KAR Priv Seats-Open,OPN,Karnataka,"Srinivasa IMS, Srinivasanagar",ANAESTHESIOLOGY,"₹35,40,750*","₹29,000*",1*,"₹50,00,000*",660,29837(1),27964(1),46036(1),61995(1),-,-,-,38097(1),29220(1),77367(1),57389(1),71745(1),-
KAR Govt Quota-Open,GM,Karnataka,"Sapthagiri IMS&RC, Bangalore",PATHOLOGY,"₹2,33,527*","₹10,000*",1*,"₹50,00,000*",500,48321(1),48165(1),113027(1),-,-,-,-,42519(1),38347(1),57484(1),57484(1),94433(1),-
KAR Govt Quota-Open,2AG,Karnataka,"KIMS, Hubli",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",1200,24964(1),24964(1),70385(1),-,-,-,-,26548(2),25209(2),49796(2),57668(2),57668(1),-
KAR Govt Quota-Open,SCH,Karnataka,"MRMC, Gulbarga",ANAESTHESIOLOGY,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,62665(1),51918(1),76665(1),-,-,-,-,57703(2),57703(2),58982(2),57703(1),-,-
KAR Govt Quota-Open,2AG,Karnataka,"KIMS, Hubli",SPM,"₹69,150*","₹56,250",3*,"₹50,00,000*",1200,-,-,-,-,-,-,-,43353(1),43232(1),57720(2),57720(1),57720(1),-
KAR Govt Quota-Open,GM,Karnataka,"Al-Ameen, Bijapur",PATHOLOGY,"₹2,07,777*","₹9,000*",1*,"₹50,00,000*",1040,-,-,169403(1),-,-,-,-,-,-,57799(1),57799(1),-,-
KAR Govt Quota-Open,SCG,Karnataka,"Kempegowda IMS, Bangalore",TBRD,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,-,-,-,-,-,-,-,36724(1),31958(1),43154(1),58168(1),58168(1),-
KAR Govt Quota-Open,SCG,Karnataka,"Kempegowda IMS, Bangalore",ANAESTHESIOLOGY,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,47203(1),45328(1),58855(1),-,-,-,-,45409(1),42624(1),52231(1),58212(1),58212(1),-
KAR Govt Quota-Open,2AG,Karnataka,"Shimoga IMS, Shimoga",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",950,47499(1),47499(1),78775(1),78775(1),-,-,-,26909(1),26548(1),51021(1),58252(1),58252(1),-
KAR Govt Quota-Open,SCG,Karnataka,"JJM Med Coll, Davangere",ANAESTHESIOLOGY,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,48125(1),37908(1),59606(1),-,-,-,-,40093(1),40093(1),48985(1),58405(1),-,-
KAR Govt Quota-Open,SCG,Karnataka,"Bangalore Med Coll, Bangalore",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",1993,38315(1),48999(1),70002(2),92587(1),-,-,-,29671(1),42672(1),50199(1),58440(1),149152(1),-
KAR Govt Quota-Open,SCH,Karnataka,"Gadag IMS, Gadag",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,-,-,-,-,-,-,51057(1),48792(1),87768(1),58446(1),-,-
KAR Govt Quota-Open,GM,Karnataka,"Bangalore Med Coll, Bangalore",MICROBIOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",1993,53943(1),48684(1),92908(2),-,-,-,-,-,-,62847(2),58459(1),58459(1),-
KAR Govt Quota-Open,SCG,Karnataka,"Al-Ameen, Bijapur",ANAESTHESIOLOGY,"₹7,83,858*","₹9,000*",1*,"₹50,00,000*",1040,-,-,-,-,-,-,-,54020(1),45496(1),62253(1),58993(1),-,-
KAR Priv Seats-Open,OPN,Karnataka,"JJM Med Coll, Davangere",PATHOLOGY,"₹3,59,003*","₹30,000*",1*,"₹50,00,000*",1930,57117(7),50176(7),153808(9),200121(4),129405(2),-,-,52307(6),42664(6),56209(5),59075(3),59075(2),-
KAR Govt Quota-Open,3AG,Karnataka,"Nijalingappa, Bagalkot",PATHOLOGY,"₹2,07,777*","₹10,000*",1*,"₹50,00,000*",1140,-,-,-,-,-,-,-,49161(1),48424(1),59149(1),59149(1),59149(1),-
KAR Priv Seats-Min.,MA,Karnataka,"MVJMC&RH, Bangalore",GENERAL SURGERY,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",833,53437(2),47885(2),53598(2),-,-,-,-,40813(2),29670(2),42328(2),59464(1),59464(1),-
KAR Others (Inst.Q),MNG,Karnataka,"SSIMS & RC, Davangere",ENT,"₹25,15,750*","₹30,000",1*,"₹50,00,000*",1190,-,-,-,-,-,-,-,45215(1),39515(1),74525(2),60115(1),-,-
KAR Govt Quota-Open,GM,Karnataka,"Gulbarga IMS, Gulbarga",SPM,"₹69,150*","₹56,250",3*,"₹50,00,000*",873,-,-,-,-,-,-,-,27777(1),27777(1),60560(1),60560(1),130790(1),-
KAR Govt Quota-Open,STG,Karnataka,"VIMS, Bellary",GENERAL MEDICINE,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,-,-,-,-,-,-,-,11392(1),11392(1),25331(1),61168(1),-,-
KAR Others (Inst.Q),MNG,Karnataka,"Father Mullers, Mangalore",RADIO DIAGNOSIS,"₹75,15,750*","₹35,000*",1*,"₹50,00,000*",1250,-,-,63899(1),-,-,-,-,8547(1),17337(1),58255(1),61373(1),68540(1),-
KAR Priv Seats-GMP,GMPH,Karnataka,"Father Mullers, Mangalore",RADIATION ONCOLOGY,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,59912(1),28479(1),54493(1),61672(1),61672(1),-
KAR Govt Quota-Open,3BG,Karnataka,"Bangalore Med Coll, Bangalore",SPM,"₹69,150*","₹56,250",3*,"₹50,00,000*",1993,-,-,-,-,-,-,-,30828(1),21712(1),62046(2),62046(2),62046(1),-
KAR Govt Quota-Open,2AH,Karnataka,"VIMS, Bellary",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",1295,-,-,-,-,-,-,-,37761(1),32271(1),37761(1),62111(1),62111(1),-
KAR Govt Quota-Open,GM,Karnataka,"Chamrajanagar IMS, Karnataka",SPM,"₹69,150*","₹56,250",3*,"₹50,00,000*",750,39262(1),39829(1),143285(2),-,-,-,-,-,-,66245(2),62250(1),-,-
KAR Priv Seats-Min.,RC3,Karnataka,"St John's, Bangalore",PSYCHIATRY,"₹12,05,025*","₹45,000",1*,"₹5,00,000*",1720,13845(1),13845(1),36272(4),-,-,-,-,-,-,59864(2),62547(1),-,-
KAR Govt Quota-Open,3BH,Karnataka,"MRMC, Gulbarga",PATHOLOGY,"₹2,07,777*","₹8,000*",1*,"₹50,00,000*",1038,-,-,-,-,-,-,-,60998(1),49865(1),63123(1),63123(1),63123(1),-
KAR Priv Seats-Open,OPN,Karnataka,"SSIMS & RC, Davangere",PATHOLOGY,"₹3,59,003*","₹30,000",1*,"₹50,00,000*",1190,58666(1),48321(1),151673(2),151673(1),170265(2),-,-,55822(2),53259(2),63200(2),63200(1),72365(1),-
KAR Govt Quota-Open,GM,Karnataka,"Mysore Med Coll, Mysore",PHARMACOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",1050,-,-,146762(1),146762(1),144782(1),-,-,37192(1),12341(1),67138(2),63469(1),-,-
KAR Priv Seats-GMP,GMP,Karnataka,"AIMS, Adichunchanagiri, Bellur",ORTHOPAEDICS,"₹35,15,750*","₹23,750",1*,"₹50,00,000*",1120,52580(2),42931(2),73197(2),-,-,-,-,50783(3),45865(3),83740(3),63599(1),-,-
KAR Priv Seats-GMP,GMP,Karnataka,"AIMS, Adichunchanagiri, Bellur",ANAESTHESIOLOGY,"₹26,15,750*","₹23,750",1*,"₹50,00,000*",1120,55242(3),55242(3),122458(3),-,-,-,-,45254(2),41701(2),75111(2),63899(1),63899(1),-
KAR Govt Quota-Open,GM,Karnataka,"JJM Med Coll, Davangere",PATHOLOGY,"₹2,07,777*","₹30,000*",1*,"₹50,00,000*",1930,38777(3),34272(3),96899(5),159810(2),138511(1),-,-,35435(3),30832(3),46457(5),63964(4),86683(5),-
KAR Govt Quota-Open,GM,Karnataka,"Chamrajanagar IMS, Karnataka",PATHOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",750,-,-,-,-,-,-,-,-,-,42087(1),64130(1),70261(1),-
KAR Others (Inst.Q),MNG,Karnataka,"JJM Med Coll, Davangere",EMERGENCY MEDICINE,"₹50,15,750*","₹30,000*",1*,"₹50,00,000*",1930,-,-,-,118515(1),-,-,-,-,-,121210(1),64241(1),105693(1),-
KAR Govt Quota-Open,GM,Karnataka,"MS Ramaiah, Bangalore",PHARMACOLOGY,"₹2,32,777*","₹45,000",1*,"₹50,00,000*",1331,-,-,94561(2),-,-,-,-,45965(1),46223(1),64402(1),64402(1),64402(1),-
KAR Govt Quota-Open,2AG,Karnataka,"Bangalore Med Coll, Bangalore",PHARMACOLOGY,"₹69,150*","₹56,250",3*,"₹50,00,000*",1993,55362(1),55362(1),72361(1),-,-,-,-,20745(1),22263(1),58219(2),64413(2),139221(2),-
KAR Priv Seats-Min.,MM,Karnataka,"Kanachur IMS, Mangalore",ANAESTHESIOLOGY,"₹13,88,744*",Info not available,1*,"₹50,00,000*",785,-,-,-,-,-,-,-,67494(2),66568(2),71933(2),65228(1),74708(1),-
KAR Priv Seats-GMP,GMP,Karnataka,"Kempegowda IMS, Bangalore",PATHOLOGY,"₹3,59,003*","₹35,000*",1*,"₹50,00,000*",1100,47963(2),47963(2),180716(2),61040(1),-,-,-,65128(2),41233(2),64522(2),66106(2),111696(1),-
KAR Govt Quota-Open,GM,Karnataka,"BGS IMS, Bangalore",PATHOLOGY,"₹2,07,777*","₹25,000*",1*,"₹50,00,000*",766,-,-,97328(1),97328(1),97328(1),-,-,40136(1),38910(1),54956(2),66221(2),66221(1),-
KAR Govt Quota-Open,GM,Karnataka,"DR BR Ambedkar, Bangalore",PATHOLOGY,"₹2,07,777*","₹10,000*",1*,"₹50,00,000*",570,44378(1),44378(1),68485(2),-,168130(1),-,-,38347(1),37679(1),51387(1),66535(1),66535(1),-
KAR Govt Quota-Open,GM,Karnataka,"VIMS (Vydehi), Bangalore",PHARMACOLOGY,₹0*,"₹29,000*",0*,₹0*,1600,-,-,-,-,-,-,-,-,-,-,66696(1),-,-
KAR Govt Quota-Open,2AG,Karnataka,"MS Ramaiah, Bangalore",PATHOLOGY,"₹2,32,777*","₹45,000",1*,"₹50,00,000*",1331,-,-,-,-,-,-,-,34451(1),34451(1),34451(1),67454(1),98898(1),-
KAR Priv Seats-Open,OPN,Karnataka,"BGS IMS, Bangalore",PATHOLOGY,"₹3,59,003*","₹25,000*",1*,"₹50,00,000*",766,-,-,-,-,-,-,-,47610(1),43514(1),67547(1),67547(1),46659(1),-
